Study Hours per Week,Attendance Rate,Previous Grades,Participation in Extracurricular Activities,Parent Education Level
15.7,102.6,52.6,0,2
16.6,67.9,93.2,1,2
15.4,65.2,86.9,1,1
8.2,111.4,49.5,0,2
13.2,64.4,42.3,1,4
9.9,65.4,77.0,1,0
3.5,73.6,43.5,0,3
-1.7,41.6,65.6,1,2
11.1,57.7,73.6,0,1
10.4,73.6,54.9,0,4
10.3,90.9,49.4,0,2
21.0,76.6,63.9,1,2
8.0,52.6,38.4,1,0
20.1,103.4,61.6,1,3
14.5,107.6,79.2,1,2
-5.4,80.1,35.4,0,3
4.1,41.1,80.9,1,4
13.9,66.9,42.0,1,1
11.7,97.1,64.8,1,0
12.0,73.7,68.7,0,0
19.3,96.4,63.9,0,1
16.0,60.2,48.0,1,4
14.8,35.1,55.9,1,1
10.6,66.1,55.2,1,4
11.6,75.7,75.8,0,1
18.0,103.6,64.1,0,4
3.4,97.2,53.3,1,2
14.2,82.9,46.9,1,0
8.5,91.7,68.5,0,0
18.7,84.4,77.0,0,2
21.3,81.4,42.9,0,2
17.8,74.4,67.2,1,4
14.8,107.1,66.2,0,0
7.2,48.1,72.5,0,1
6.6,49.7,46.5,0,1
15.0,45.0,73.6,0,4
14.6,80.8,90.6,0,2
9.4,44.5,85.2,1,3
10.2,84.9,46.5,0,2
8.2,75.6,62.7,0,4
3.7,64.6,52.2,1,3
9.8,87.9,64.2,1,0
12.8,90.8,100.1,1,0
3.0,42.7,89.8,1,3
5.5,76.1,46.0,0,0
7.6,70.6,75.3,0,3
11.5,61.8,55.8,1,2
8.3,75.7,49.5,1,0
-1.0,150.0,55.1,1,0
6.6,91.6,72.9,0,3
9.1,28.7,41.3,1,0
6.4,66.8,56.6,1,2
15.6,58.4,53.8,1,1
12.4,44.9,57.0,0,4
10.6,69.6,47.8,1,2
11.7,69.5,69.9,0,3
13.8,78.9,66.5,0,3
18.4,94.3,70.1,0,0
8.2,90.0,72.2,0,1
3.7,73.2,38.2,1,1
9.9,24.8,55.0,1,4
8.8,74.8,82.7,0,0
6.9,83.1,51.8,1,2
19.5,92.6,71.7,1,3
14.1,70.4,77.0,1,3
15.9,77.4,72.8,1,4
3.0,107.7,43.4,1,2
7.4,111.1,58.4,1,3
5.3,67.7,60.8,1,4
5.4,30.8,48.5,1,4
11.1,77.2,64.7,1,3
11.1,56.2,32.3,1,0
0.7,77.9,70.2,0,3
16.3,83.6,65.2,1,1
9.7,73.6,76.2,0,1
6.9,50.0,68.5,1,0
13.4,76.3,60.3,1,4
11.2,77.3,52.0,0,4
4.4,76.5,64.6,1,1
14.0,54.2,74.6,0,1
9.7,91.0,53.3,1,2
6.2,69.2,64.6,0,2
7.7,65.2,67.7,0,2
21.7,27.8,74.9,0,1
5.7,68.4,48.7,1,0
11.2,78.9,51.7,0,2
9.3,74.6,44.5,0,0
9.9,45.8,91.9,0,2
12.4,72.9,38.6,0,2
9.3,93.3,84.5,0,4
7.7,77.0,68.4,0,1
3.2,90.5,65.8,0,4
8.2,81.6,63.8,0,4
3.0,66.1,64.0,1,4
11.7,71.6,54.6,0,3
8.4,82.7,70.9,1,4
7.0,60.3,81.1,1,3
13.2,67.9,69.2,1,3
13.0,78.4,59.1,0,4
8.7,73.2,71.2,0,4
2.0,70.3,85.5,1,1
9.8,99.9,68.4,1,1
6.8,63.5,81.7,1,1
10.9,95.4,67.1,1,1
7.1,60.8,61.0,0,1
18.1,122.1,58.1,0,2
5.0,109.7,38.3,0,0
6.0,67.2,84.9,1,0
4.1,29.1,52.2,0,4
13.0,69.7,62.7,0,0
8.8,60.8,71.7,0,1
19.8,64.4,74.3,1,1
16.9,67.3,98.2,1,1
10.4,83.1,52.5,0,3
11.4,108.3,52.7,1,1
8.8,77.1,68.0,1,3
11.1,78.0,45.8,1,4
9.2,94.7,62.3,1,3
8.4,118.3,68.5,0,4
15.6,71.8,66.9,0,3
11.4,74.2,98.0,1,0
9.2,88.3,58.8,1,0
14.6,66.1,55.7,1,2
8.3,55.5,65.8,0,4
22.6,66.9,68.3,0,1
12.5,66.1,63.2,0,1
9.9,74.0,52.9,0,3
6.0,79.9,36.9,0,0
6.1,83.6,74.5,0,0
10.2,72.4,53.1,0,0
25.4,84.5,53.0,0,3
10.2,79.1,68.9,0,3
5.1,53.0,76.5,1,4
15.9,62.2,91.5,1,4
11.7,80.4,64.9,1,4
14.2,59.4,68.0,0,2
11.4,70.5,58.5,1,4
15.9,48.5,58.0,1,3
13.7,41.7,60.8,0,0
11.2,66.9,78.0,0,4
16.3,55.0,54.3,0,0
11.1,76.4,96.4,0,2
19.1,56.3,88.0,1,2
9.3,108.2,87.0,1,2
6.9,59.7,83.1,1,1
7.5,70.7,67.6,0,1
9.8,96.7,60.0,0,0
15.0,76.6,85.0,1,1
-0.3,81.9,78.7,0,0
2.6,87.6,46.7,0,0
4.1,103.1,72.2,0,3
6.1,34.0,52.9,1,4
12.5,31.2,54.4,0,0
2.1,100.3,61.2,1,3
11.5,33.2,40.5,0,2
9.1,83.7,30.7,0,1
10.8,79.2,79.7,1,4
13.4,64.3,84.6,1,4
19.7,82.5,86.5,0,3
4.1,54.9,94.3,1,0
3.1,69.0,74.6,0,4
14.1,88.6,64.8,1,4
10.8,123.9,39.4,1,4
12.4,47.7,72.5,1,0
7.1,47.6,59.5,0,4
6.5,60.0,66.3,0,2
12.2,94.5,108.9,1,2
11.7,77.8,48.3,1,4
10.4,73.2,33.0,0,3
16.0,86.5,38.3,1,0
8.1,63.0,86.2,1,1
10.1,95.9,73.3,0,4
5.5,97.1,72.3,0,0
15.5,82.9,68.6,1,4
3.0,56.2,68.9,1,0
-0.8,77.4,85.5,0,4
5.3,69.0,75.1,0,2
10.3,62.1,53.9,1,3
-0.5,150.0,39.4,0,1
13.0,98.4,64.9,0,3
12.1,74.0,71.9,1,1
15.5,59.1,75.6,0,2
15.8,85.5,80.2,0,4
8.5,68.1,67.9,1,2
4.4,41.5,50.5,0,1
13.9,87.6,74.2,1,2
6.4,79.2,58.4,0,3
2.5,37.7,73.8,0,0
25.0,93.6,71.2,0,4
12.0,75.6,27.0,1,0
7.6,73.2,69.7,0,2
12.0,100.3,45.1,0,2
9.9,57.7,90.7,1,3
11.9,52.9,68.8,1,1
13.8,30.4,89.7,0,0
11.0,98.9,71.9,0,0
0.1,44.6,65.8,0,1
6.0,99.2,58.4,1,3
18.2,78.3,99.1,0,4
3.3,72.8,62.5,0,3
2.1,62.5,55.7,0,1
8.2,96.0,70.0,0,0
5.7,94.8,61.3,0,3
13.5,59.8,71.9,0,2
10.6,55.4,32.6,1,1
6.2,76.7,66.4,0,0
11.1,25.8,50.2,0,3
8.5,35.2,66.9,0,0
7.6,57.7,75.1,1,0
12.5,75.6,54.1,1,0
2.5,56.3,46.9,0,0
16.0,55.0,78.6,0,2
11.4,70.4,60.5,1,1
5.0,73.7,87.8,0,2
14.8,51.4,71.4,0,2
14.7,96.2,60.3,0,4
1.9,82.4,88.5,0,4
5.2,81.5,83.1,1,1
9.9,56.2,62.3,0,0
14.5,79.2,55.1,1,1
16.3,83.9,52.7,0,1
8.1,62.1,54.8,0,3
5.9,79.1,56.9,1,0
19.9,101.7,64.7,0,0
15.5,87.3,44.3,1,4
7.2,75.4,59.5,1,1
5.8,91.1,69.6,1,2
12.8,90.0,62.8,1,2
11.6,95.1,61.9,0,4
10.6,63.1,77.1,1,1
11.4,106.0,52.7,1,1
13.3,52.8,71.9,0,2
11.6,44.4,62.7,1,1
4.4,66.6,48.9,1,1
5.1,80.1,81.3,0,3
7.8,58.3,72.6,1,2
13.1,47.6,63.4,1,4
11.7,89.6,65.0,0,2
6.3,83.0,53.5,0,4
-2.5,82.0,51.6,0,1
18.4,75.2,57.5,0,3
10.1,106.4,59.3,0,1
8.5,91.1,82.1,1,2
5.3,72.3,63.3,0,3
12.0,66.6,77.2,0,2
12.2,113.4,30.7,0,1
6.4,89.0,65.2,0,1
15.7,42.6,67.5,1,4
14.3,93.3,62.5,0,0
14.7,87.4,75.6,1,1
10.3,77.3,52.4,1,0
11.4,52.5,54.6,0,0
6.6,73.6,59.7,1,1
7.5,75.3,77.5,0,2
4.0,51.2,78.6,0,2
16.3,95.9,47.6,0,4
9.0,101.7,49.8,1,4
12.4,100.2,92.9,0,1
9.2,69.9,64.5,0,0
4.7,60.8,36.7,1,4
1.5,86.0,63.1,1,3
9.7,56.1,72.9,0,1
12.6,80.0,75.0,0,1
7.7,71.8,50.3,1,3
-0.2,65.5,44.0,1,3
17.2,75.5,65.7,1,2
7.6,65.6,55.5,0,2
9.5,102.9,89.0,0,0
10.5,99.8,74.3,1,2
6.5,49.4,75.0,0,2
12.7,38.1,59.7,1,4
12.8,82.2,71.2,1,2
19.2,78.9,69.7,1,0
9.4,63.2,47.7,1,2
17.4,75.1,63.6,0,2
6.7,68.5,200.0,1,0
8.6,75.4,64.9,0,3
2.8,64.9,90.3,0,0
6.4,67.9,83.9,0,1
11.1,107.6,51.8,0,2
14.0,79.2,49.1,0,1
9.8,70.5,63.3,1,3
19.1,102.9,89.5,0,1
9.3,89.3,54.5,0,0
8.2,47.9,73.5,0,1
8.0,92.5,79.9,0,4
17.3,112.7,70.6,0,0
12.3,47.0,77.6,1,4
8.2,40.6,38.6,0,3
9.3,70.2,80.4,1,1
12.2,112.8,71.3,1,4
4.4,62.1,69.5,0,1
-0.6,56.9,58.2,1,1
-0.4,57.2,34.5,1,4
-5.8,115.1,23.0,0,4
5.4,64.8,37.5,1,3
6.5,26.3,77.5,0,2
13.2,93.4,46.0,0,3
11.1,82.9,72.2,0,1
15.8,79.3,58.5,0,1
12.5,91.9,71.3,1,2
12.4,103.3,49.7,1,2
5.1,56.4,63.8,1,2
13.5,54.3,87.2,0,2
10.5,91.9,94.0,1,0
13.4,83.0,63.1,1,1
14.0,98.6,71.8,0,3
14.8,78.6,62.8,1,4
12.6,60.5,77.5,0,3
9.4,106.4,69.2,0,0
11.1,103.2,88.6,1,2
8.9,82.6,54.3,0,2
11.0,79.5,48.7,0,4
9.6,72.2,84.2,0,0
1.9,108.8,51.9,1,2
10.7,69.2,76.9,1,1
10.4,74.4,81.6,0,1
5.2,78.4,47.8,1,0
5.8,90.2,70.7,0,3
17.7,6.8,40.4,0,4
17.0,111.0,40.0,1,4
4.7,88.6,72.1,1,1
14.1,23.8,75.9,1,2
11.2,95.7,59.2,0,1
3.3,116.3,64.2,1,4
4.9,78.5,49.7,0,3
9.2,37.1,76.9,1,4
8.8,47.1,54.6,1,1
6.7,71.5,70.8,1,0
6.2,120.7,86.9,0,1
6.8,87.5,96.7,1,4
2.0,104.0,55.9,1,4
13.9,84.4,29.7,0,0
21.6,90.4,57.1,0,4
15.7,72.1,72.3,0,2
9.6,63.9,44.4,1,4
13.8,92.5,67.3,1,4
9.8,82.1,74.2,0,4
4.3,83.6,90.7,0,4
5.6,51.6,74.5,1,4
10.5,80.3,93.3,1,0
11.1,53.6,48.2,1,3
1.3,64.6,64.8,1,3
15.0,61.7,76.1,1,4
11.5,94.2,42.2,1,0
9.8,51.7,75.4,0,2
11.5,118.2,39.9,0,3
16.1,83.2,76.4,0,3
9.2,90.0,84.3,0,2
19.8,81.4,57.1,0,4
21.1,80.7,62.3,1,2
-6.6,67.4,64.8,0,1
11.6,96.5,89.3,1,4
5.5,102.5,53.4,0,3
2.7,76.1,53.9,0,3
6.5,104.5,59.2,0,2
9.7,83.3,51.9,1,1
12.5,98.4,59.8,1,1
11.3,87.6,46.1,0,1
5.0,82.5,59.3,0,4
12.7,64.4,62.6,0,2
9.7,72.0,48.7,1,0
8.3,67.4,85.6,0,2
1.7,86.5,67.4,1,1
10.1,68.6,96.8,1,2
10.4,57.5,54.6,1,3
12.0,134.4,93.9,0,1
16.3,89.8,82.9,0,1
7.1,61.0,66.4,0,3
1.1,108.7,55.6,0,0
20.7,85.3,38.8,0,4
12.6,80.4,66.4,1,2
11.4,95.4,103.6,0,2
7.0,65.3,61.1,1,4
7.2,50.5,89.3,1,0
4.5,63.9,84.2,0,2
5.9,75.6,44.3,1,0
9.3,74.4,67.2,0,2
5.4,79.5,62.8,0,3
7.7,84.6,63.9,0,1
7.0,67.9,69.4,0,0
3.0,84.2,86.2,0,0
10.4,81.3,57.5,1,2
13.6,67.9,69.3,1,0
2.2,52.8,96.5,0,3
17.7,72.1,62.7,0,4
7.4,80.5,66.7,1,0
13.9,71.4,60.1,1,3
8.6,78.0,76.4,0,1
9.0,119.7,47.7,0,1
16.0,109.9,82.1,1,0
3.8,87.1,67.1,0,2
6.3,36.3,74.3,0,2
6.2,62.5,64.3,0,3
5.6,89.4,69.3,0,1
0.2,78.1,73.7,0,2
13.9,104.0,61.3,1,1
11.9,82.4,72.6,1,4
13.7,48.5,61.1,1,3
11.9,85.3,78.3,0,4
8.1,83.8,40.4,1,0
12.7,81.4,64.8,0,2
12.5,93.7,72.8,0,1
11.6,88.9,45.1,1,3
6.5,63.5,69.7,1,2
9.2,123.5,78.3,0,4
6.2,79.9,83.0,0,0
9.9,97.6,62.5,0,4
13.6,112.5,61.8,0,4
10.3,97.5,74.2,0,4
9.8,92.3,90.6,0,4
-3.6,69.3,44.4,1,0
3.4,45.1,41.4,0,4
13.7,63.3,81.5,0,0
11.5,68.5,101.9,0,1
5.2,84.1,37.6,0,0
1.7,48.3,92.3,0,0
10.4,72.2,43.9,0,3
5.9,104.9,76.5,1,4
14.7,88.6,66.6,0,2
2.1,83.3,58.1,1,3
13.6,75.8,79.8,1,2
10.9,44.6,56.7,1,4
6.2,79.6,55.8,1,4
3.5,60.8,87.3,0,0
8.1,79.8,72.1,1,1
15.5,118.5,32.9,1,0
18.2,83.7,53.9,0,0
10.7,97.2,76.3,0,1
10.9,85.3,80.8,0,1
8.2,82.9,82.7,0,1
6.6,55.0,60.3,1,1
14.3,133.3,120.7,0,0
4.9,77.9,66.8,1,3
9.0,39.2,54.4,1,2
7.6,65.0,81.2,0,1
11.9,59.0,45.9,1,1
10.9,83.8,56.3,0,3
15.9,23.4,59.9,1,3
7.7,66.9,77.4,1,2
8.9,73.8,58.3,0,3
13.1,87.3,58.7,0,1
4.6,79.9,71.9,1,0
7.0,53.4,55.6,1,3
9.3,49.8,61.1,1,2
5.8,70.2,93.2,0,0
18.4,59.2,67.3,0,0
5.1,84.7,60.9,0,0
16.9,83.8,56.8,1,2
-1.3,60.7,73.2,0,0
19.1,72.8,72.7,0,2
4.8,88.1,60.7,0,0
19.7,110.5,40.4,1,2
10.1,71.0,79.7,1,2
11.9,45.2,61.0,1,3
4.8,80.3,86.0,0,1
4.9,110.7,62.1,1,2
7.9,94.1,68.8,0,2
5.4,99.2,76.0,1,1
11.0,90.3,74.8,1,3
9.4,109.6,55.8,1,3
14.9,21.9,57.4,0,1
6.8,69.6,88.8,0,0
11.2,95.8,85.6,1,1
13.4,79.7,77.7,1,3
10.1,89.8,52.0,0,1
14.6,70.6,63.6,0,2
11.2,74.3,76.5,0,4
9.0,98.4,200.0,0,0
7.2,75.4,72.3,1,0
11.1,95.6,40.2,1,3
14.2,79.6,100.0,0,4
20.0,54.3,66.0,1,0
8.7,46.7,67.1,1,4
6.5,79.6,66.7,0,3
9.9,81.7,62.4,1,4
12.6,73.3,63.4,1,0
15.1,73.0,65.6,0,0
14.1,57.7,68.9,0,4
9.1,65.4,56.8,1,1
15.8,59.1,89.9,0,2
11.6,80.8,67.3,1,0
9.0,65.2,79.5,0,2
10.8,70.0,69.0,1,2
8.5,79.9,76.7,0,0
16.7,73.6,66.5,1,2
6.2,98.6,33.8,1,2
11.5,80.2,63.7,1,3
3.2,20.5,65.5,1,0
12.5,79.8,47.5,1,4
10.5,71.1,61.5,1,1
5.1,91.7,53.9,0,2
18.0,78.7,55.9,1,2
12.8,60.9,64.6,0,0
3.6,82.7,71.4,0,4
4.2,88.6,64.5,0,0
10.7,67.9,66.2,1,1
6.6,87.0,72.9,1,3
9.7,76.3,39.2,1,2
9.2,71.4,52.2,0,2
6.8,55.5,38.8,1,0
0.6,92.8,53.6,1,3
13.4,99.6,99.0,0,3
10.0,55.5,47.3,1,4
8.9,57.9,59.4,0,1
17.1,70.0,65.9,1,2
10.6,73.4,60.9,0,2
10.8,84.9,83.1,1,0
12.6,45.6,99.9,1,0
-0.1,76.1,26.9,0,4
5.8,94.3,82.1,0,0
5.6,121.4,84.4,1,3
12.6,83.4,66.8,1,4
10.9,85.1,52.0,1,2
8.1,85.4,60.8,1,3
15.6,66.8,61.7,0,4
6.2,89.9,44.3,0,3
9.0,81.6,58.2,0,3
5.7,74.5,102.4,0,3
14.9,53.5,60.8,0,1
7.8,70.8,70.6,1,2
10.5,54.0,58.6,1,3
14.0,86.3,55.0,0,3
0.8,66.9,73.8,0,4
15.2,83.4,70.4,0,2
5.0,96.5,54.1,1,3
16.5,106.5,55.6,0,2
11.7,56.6,45.3,1,0
0.7,82.9,39.2,0,2
13.9,74.3,68.7,1,4
9.4,66.0,45.7,0,0
12.3,66.1,42.7,0,0
-1.8,78.6,49.3,1,0
-0.3,99.1,74.6,0,3
18.6,91.8,72.0,0,1
9.4,89.8,87.9,1,2
16.1,39.4,58.6,0,1
6.0,48.8,93.7,0,1
8.3,129.4,76.2,1,4
14.2,70.9,65.2,0,2
4.3,86.6,74.5,0,1
13.7,92.1,81.9,0,3
12.8,98.4,76.8,1,1
10.9,77.5,74.1,0,3
15.3,90.9,50.4,0,2
10.9,94.7,65.8,1,4
3.1,82.3,71.2,0,0
14.9,59.1,63.0,1,2
7.3,40.2,73.8,1,0
13.2,67.8,62.4,1,0
19.9,62.3,82.1,1,2
6.2,83.2,64.1,1,1
12.4,46.0,33.9,1,3
9.9,47.9,87.3,1,4
12.6,66.8,63.6,0,2
7.0,70.8,43.3,1,0
5.8,53.5,98.9,1,0
6.3,51.8,61.5,0,2
12.9,66.8,72.9,1,2
11.0,112.6,74.9,0,1
5.1,60.9,70.2,0,0
18.1,72.4,79.6,1,4
18.2,62.3,56.6,1,2
2.1,68.2,73.9,1,4
0.1,83.1,66.6,0,1
7.7,81.7,56.7,0,0
7.5,56.0,53.3,1,2
6.9,76.1,56.3,0,1
9.8,106.3,58.4,0,3
-1.0,32.2,73.2,0,4
6.8,56.0,70.1,0,2
19.6,69.4,75.3,1,4
11.2,87.7,69.1,0,3
9.2,71.0,60.2,1,2
10.3,64.9,38.7,0,0
9.0,65.3,43.5,1,3
13.1,62.0,59.5,1,1
5.9,61.8,42.2,1,1
7.4,58.0,90.5,0,2
15.7,45.8,58.7,1,1
6.2,50.2,82.5,1,3
1.4,106.3,66.5,1,3
5.5,74.3,31.5,1,4
15.6,83.1,51.4,0,1
9.7,101.8,44.8,1,4
9.8,37.6,59.1,0,4
11.4,97.3,101.6,0,2
11.9,94.3,79.2,0,3
7.6,75.1,77.1,0,4
3.7,42.7,62.5,1,1
17.0,59.3,64.7,1,2
7.7,77.7,88.0,0,0
5.0,96.4,83.7,0,1
6.3,71.0,43.2,0,3
18.4,69.6,78.3,0,3
6.4,40.7,85.2,0,1
14.4,83.6,66.5,0,1
11.8,75.9,61.5,1,2
5.6,92.1,36.1,1,4
9.0,47.5,71.9,0,2
9.9,69.6,66.6,0,4
9.2,56.3,78.1,0,1
13.8,71.7,85.3,1,2
6.6,54.9,72.6,1,1
8.2,62.3,53.9,0,3
3.7,97.0,31.3,1,2
5.6,58.1,28.9,0,4
11.7,85.4,52.4,0,1
5.7,99.5,55.7,0,3
11.0,113.7,87.9,1,2
7.9,58.2,90.9,1,3
9.8,60.8,71.8,1,2
6.0,85.5,77.4,1,4
3.8,97.1,61.0,1,0
10.4,35.2,85.5,0,0
10.6,66.8,61.8,1,1
9.6,56.1,106.2,0,0
10.4,83.0,61.4,1,3
8.7,78.5,57.8,1,4
11.2,72.0,88.7,0,3
12.5,64.3,60.9,0,1
-2.4,78.2,59.5,1,2
9.8,75.0,62.0,1,0
12.8,49.9,52.7,1,1
10.7,59.4,78.3,0,4
4.0,55.2,72.4,1,4
8.5,80.1,82.7,1,1
14.3,47.3,54.4,1,2
10.2,83.7,72.1,0,3
16.9,53.2,59.8,1,2
12.7,77.9,56.3,1,0
5.8,80.2,29.4,1,0
17.2,109.1,72.6,0,0
17.8,82.8,73.1,0,1
8.7,55.8,55.5,0,3
9.7,80.9,68.4,1,0
19.4,85.9,42.0,0,0
13.7,70.9,79.5,1,4
10.8,77.4,73.9,1,4
1.1,42.3,97.2,0,1
17.3,35.5,50.1,1,4
5.7,72.2,50.7,1,3
5.9,58.2,80.7,0,1
7.9,63.2,70.0,0,2
19.7,84.5,64.8,1,1
-5.4,86.2,40.0,0,0
10.0,66.9,40.4,1,0
10.9,107.7,76.4,1,2
14.9,95.4,71.3,1,4
16.0,79.9,43.3,0,0
10.7,83.6,86.1,1,3
15.9,85.7,80.4,1,3
7.5,42.0,61.3,1,4
5.7,99.3,77.1,1,3
16.4,64.3,73.9,1,0
0.5,83.0,75.5,1,3
7.9,69.5,48.6,1,2
8.3,55.7,75.9,1,1
16.8,71.5,69.1,1,0
14.7,102.1,56.0,0,4
9.4,79.6,64.5,0,4
9.3,77.7,74.3,1,2
12.5,90.6,57.6,0,0
4.2,53.6,63.9,1,0
10.5,76.1,40.7,1,1
10.7,72.1,81.5,0,1
11.7,79.6,81.3,0,2
8.5,91.5,68.5,1,4
9.8,87.9,69.1,0,4
18.3,73.7,89.7,0,3
12.0,99.6,59.2,1,1
5.7,63.5,54.1,0,3
2.2,47.7,75.4,1,0
0.7,75.3,51.7,0,2
15.9,71.6,61.9,0,2
9.0,76.1,53.7,0,1
13.5,73.4,108.2,0,1
26.0,66.9,52.3,0,3
14.1,29.6,66.0,1,0
11.5,91.4,81.7,1,4
11.2,75.1,99.2,0,2
14.7,77.0,84.4,0,4
12.4,95.6,78.7,0,2
14.1,78.5,54.6,1,2
18.8,57.8,69.0,0,2
11.6,73.0,72.7,0,2
6.5,76.6,62.4,1,4
9.3,96.0,35.8,1,2
6.8,51.3,51.9,1,3
6.2,78.5,71.6,1,4
-0.5,82.9,40.1,1,0
0.6,64.0,64.6,1,2
15.4,109.2,51.5,0,4
1.4,83.1,60.4,0,0
1.3,97.3,68.2,1,2
5.4,61.0,48.7,0,4
15.5,73.9,59.4,0,0
6.9,83.5,69.8,1,4
8.9,56.2,103.7,1,1
6.2,100.3,70.5,1,0
0.3,76.0,72.1,0,3
-0.3,78.1,46.8,0,4
2.6,60.2,61.4,1,3
19.6,103.0,55.5,0,1
3.9,68.4,57.0,1,2
13.2,68.3,55.1,1,1
1.6,72.8,65.6,0,2
12.8,92.3,73.5,1,4
11.0,35.2,48.5,0,4
7.4,64.6,96.1,1,2
0.7,64.4,71.4,1,1
10.7,80.8,69.8,0,3
4.0,93.1,67.6,1,1
15.1,105.7,84.0,1,0
10.8,74.5,35.3,0,3
7.5,64.6,47.7,1,3
13.3,85.6,96.6,1,4
10.2,73.6,59.2,0,2
15.2,109.0,63.3,0,2
-0.1,104.4,71.1,1,0
9.4,100.8,58.5,1,3
11.2,44.8,49.1,1,2
6.0,72.5,55.6,0,1
13.9,60.0,69.9,0,4
12.0,82.5,42.1,1,0
8.8,109.9,41.4,1,3
9.8,96.5,40.2,1,2
16.0,88.5,66.7,1,4
7.6,98.6,80.5,0,3
1.7,64.4,69.1,1,1
7.3,106.2,53.1,0,0
8.8,87.1,55.5,0,2
8.4,100.4,41.0,0,1
7.6,80.2,61.6,1,1
5.5,105.9,67.8,0,1
10.2,92.1,60.1,1,4
10.2,83.7,79.3,1,4
14.1,82.2,63.0,1,0
13.5,111.1,59.1,0,2
18.1,87.5,45.9,0,1
-0.2,112.1,76.7,1,0
7.4,94.6,84.8,1,2
16.8,46.5,53.5,1,3
12.8,49.6,66.1,1,2
13.0,30.6,102.2,0,0
7.5,63.5,33.3,1,2
5.1,86.2,76.0,0,4
20.6,62.7,67.8,0,3
17.5,83.1,83.8,1,0
9.1,62.3,76.6,1,2
9.8,106.0,29.5,1,1
7.0,68.1,81.7,0,3
12.4,50.7,56.8,0,1
20.2,86.5,59.4,1,3
10.3,79.9,86.1,0,4
4.1,84.2,46.9,0,1
5.5,71.0,49.8,1,2
10.3,96.2,104.8,1,3
15.7,77.0,65.6,1,3
11.4,98.5,81.9,1,3
6.8,58.6,70.1,1,0
8.4,104.2,64.6,0,0
6.5,55.5,78.2,1,4
9.5,70.5,68.2,1,0
16.1,99.1,87.5,0,2
4.0,51.7,44.4,0,4
14.0,72.4,74.6,1,0
12.8,73.6,50.8,1,3
10.9,106.7,54.8,1,3
12.7,59.0,71.7,1,2
19.1,73.9,54.2,1,2
13.8,103.4,71.2,0,0
14.4,85.5,57.6,0,0
7.9,65.0,34.0,0,0
11.1,105.7,62.4,0,3
11.1,72.7,64.3,0,0
5.5,72.4,42.5,0,3
5.7,64.6,74.2,0,2
1.7,60.5,82.3,1,0
4.7,77.5,75.7,0,4
9.3,89.8,67.4,1,1
12.4,39.7,83.7,0,4
8.8,76.7,85.6,0,3
23.6,72.9,65.9,1,3
5.1,60.1,47.3,0,3
15.3,77.0,97.2,1,3
-1.0,73.7,71.1,1,4
3.3,104.8,76.3,1,3
5.4,94.9,49.8,0,0
4.2,62.2,52.8,0,2
11.1,74.0,84.6,0,0
10.2,56.9,62.8,1,2
4.2,73.9,69.1,0,1
2.9,90.8,48.6,0,2
7.0,87.4,50.5,1,0
3.4,65.6,84.4,1,3
9.9,52.0,72.5,0,2
13.7,83.8,90.0,0,3
6.8,48.9,76.6,1,2
9.8,53.8,66.2,0,4
11.9,49.1,60.5,1,4
15.5,79.1,62.4,0,4
9.8,93.8,49.1,1,4
17.7,71.6,70.4,1,0
18.2,56.6,64.7,0,1
13.6,89.1,61.9,0,3
12.2,76.3,88.2,0,1
12.2,80.2,54.0,0,4
19.1,71.9,86.8,1,3
7.1,64.5,65.0,0,4
11.7,80.5,64.9,1,4
11.0,83.5,46.7,0,3
7.4,112.1,74.4,1,0
4.8,117.3,31.5,0,2
12.4,90.9,63.1,1,3
8.5,83.9,59.9,1,4
-1.9,82.9,64.2,0,3
3.1,59.4,44.0,1,1
-2.3,76.3,67.8,1,0
10.0,75.6,72.1,1,1
14.3,80.9,49.2,0,4
13.3,92.4,70.3,0,0
12.8,84.9,72.6,1,2
9.3,56.3,66.1,0,3
1.6,51.2,74.9,0,4
13.1,83.4,64.1,0,1
11.8,81.4,66.3,1,1
5.5,106.4,74.9,1,1
4.7,96.4,87.6,1,0
4.6,49.9,35.5,0,4
8.5,64.8,80.5,1,1
10.7,101.5,54.0,0,4
10.3,49.0,59.5,1,1
11.4,82.0,71.9,1,2
16.2,26.7,54.0,0,0
9.6,71.9,59.7,0,1
9.8,100.9,73.9,0,4
12.7,102.3,53.2,1,2
8.1,62.4,52.7,1,1
16.9,39.2,48.0,1,1
17.4,103.5,57.5,1,2
12.3,64.8,53.6,1,4
8.8,30.5,71.7,1,4
12.1,36.0,67.9,1,3
12.2,50.6,57.8,1,3
12.1,82.9,73.1,0,1
5.8,72.5,37.2,1,1
17.1,105.1,78.7,0,3
12.1,62.9,86.1,1,2
5.2,68.5,71.4,1,4
5.7,96.9,68.8,0,0
17.2,87.9,38.6,0,1
12.6,43.4,80.1,0,0
-0.3,83.4,55.4,0,1
8.5,55.3,77.5,1,1
3.5,113.7,72.5,0,1
19.0,70.9,69.8,1,3
3.6,23.8,79.4,0,2
5.0,80.3,58.5,0,1
15.8,76.7,72.7,1,0
7.5,87.4,73.7,1,0
15.4,68.2,89.7,1,3
-0.7,80.6,67.7,1,4
3.8,88.2,96.4,0,2
6.5,73.9,48.4,1,2
8.5,79.5,92.2,0,4
2.2,37.1,90.8,1,2
9.8,78.9,71.2,0,0
11.6,93.3,68.3,1,1
1.2,64.5,63.3,1,2
